sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48
YBR147W	-0.235549	-0.315398	-0.227153	0.122742	-0.19606	0.064033	0.331313	-0.003064	0.170046	0.968228	-0.069739	0.14723	-0.180269	-0.104065	0.126376	-0.374979	-0.348389	0.096383	0.213157	-0.292979	0.625949	-0.160101	-0.414216	-0.209857	-0.656119	-0.488354	-0.392298	-0.334855	-0.143902	-0.034704	0.12619	0.355384	0.237082	0.102955	0.464296	0.314619	0.092656	0.095775	0.15835	0.042112	0.142376	0.09533	0.128608	-0.126827	0.007396	0.009683	-0.345536	-0.204238
YJL066C	-0.283527	-0.318756	-0.447882	-0.239339	-0.061378	-0.175242	0.131579	0.119235	0.347847	0.323784	0.353836	-0.011103	-0.120579	-0.381414	-0.220105	-0.337674	-0.298589	-0.318756	1.074287	-0.196292	0.123899	0.227044	0.321043	-0.008575	-0.689599	-0.409366	-0.454998	-0.310368	0.021418	-0.01504	0.110307	0.002763	0.337293	0.25569	0.157863	-0.211933	0.061339	-0.069352	0.056918	-0.318233	0.011721	-0.012773	-0.114309	0.018665	0.360709	0.093809	0.006242	-0.237124
YJR112W	-0.132807	0.321043	0.368268	-0.039862	0.000605	-0.248515	-0.205943	-0.553792	-0.540459	-0.610885	-0.191684	-0.122933	0.077895	0.382116	0.312377	0.204196	0.130224	-0.050541	0.037126	-0.378258	-0.25028	-0.459218	-0.64347	-0.001281	-0.22935	0.448934	0.246714	0.286522	-0.092574	-0.112968	-0.288106	-0.567715	-0.485334	-0.227825	-0.255987	-0.014666	0.236236	0.202667	0.216776	0.044509	-0.230194	-0.179876	-0.153349	-0.365877	-0.306241	-0.70085	-0.38283	-0.008419
YDR401W	0.326378	0.215171	0.168561	0.154194	-0.037855	0.194166	0.102109	0.080301	-0.026756	-0.412069	-0.026756	0.143562	0.104314	0.151719	0.122494	-0.042454	0.212325	0.082643	-0.064664	-0.011725	-0.129532	-0.297383	-1.317083	0.528259	-0.066798	0.268215	0.028253	0.317837	0.182642	0.259867	0.16134	-0.041871	0.004131	0.374855	0.248263	0.125168	0.078369	0.1321	-0.043531	-0.084769	-0.020787	0.162416	0.242196	-0.156112	0.073949	-0.439264	-0.702969	-0.406761
YGL207W	0.318753	0.442722	0.057289	-0.299774	-0.322845	-0.338806	-0.106923	0.09617	0.074166	0.314619	0.581071	0.467519	0.309866	0.073152	-0.092292	-0.231401	-0.37953	-0.641583	-0.27131	0.108359	0.136834	0.093615	0.155445	0.129084	0.329571	0.395904	0.082643	-0.263006	-0.435876	-0.500914	-0.143048	0.198586	0.405826	0.204482	0.503016	0.365001	0.261702	0.049324	-0.141642	-0.444995	-0.397296	-0.258537	-0.132605	0.133839	0.078146	0.120778	0.147447	0.163663
YAR035W	0.202115	0.029898	-0.122009	-0.307669	-0.209304	-0.784028	-0.361816	-0.316328	-0.473857	-0.263733	-0.105642	0.015689	0.201143	0.001134	-0.221048	-0.39865	-0.708921	-0.504607	-0.343671	-0.239933	-0.374356	-0.325441	-0.371067	-0.243698	0.002137	-0.032036	0.199187	-0.287383	-0.107659	-0.512498	-0.657929	-0.19897	-0.186875	-0.214827	-0.572669	-0.285517	-0.280567	-0.047843	0.109702	-0.138079	-0.078281	-0.433891	-0.328488	-0.134829	-0.145622	-0.292979	1.14365	-0.229611
YCL054W	0.717441	0.37115	0.667453	0.925492	1.14365	0.568156	0.776856	0.788074	0.358652	0.433682	0.725257	0.725257	0.854054	0.901446	1.400749	1.183097	0.773064	0.557797	1.043569	1.250893	0.707672	0.080768	0.619177	1.00471	0.390819	0.423557	0.936782	0.878609	0.768677	0.68306	0.730311	0.754125	0.556165	0.515445	0.485329	0.736231	0.901446	0.869307	1.134473	1.474821	1.424928	1.113627	1.123481	0.97404	0.434615	0.825028	0.736231	1.022223
YLL060C	-0.01858	-0.137615	-0.250576	-0.177065	-0.040649	0.1854	-0.48461	-0.233032	0.070321	-0.583913	0.425093	0.411652	-0.639393	-0.097595	0.043556	0.214096	-0.091408	0.082184	-0.186875	0.021213	-0.266925	0.432289	0.507356	-0.024519	-0.335809	-0.424926	-0.217144	-0.322407	0.116674	-0.05245	0.088156	-0.002867	-0.505856	-0.084189	-0.123222	-0.140786	0.221541	0.336962	0.08624	0.237412	-0.268768	-0.266233	0.193442	-0.589088	0.016136	0.024289	0.627767	-0.486321
YHL016C	-0.140025	-0.02558	-0.019492	0.095141	0.115506	-0.148913	-0.062604	0.151208	-0.064003	1.287663	-0.145301	0.112987	0.262731	0.185099	-0.492447	0.048025	-0.177065	0.217778	-0.313742	-0.075768	-0.02486	-0.208363	0.208753	0.077895	0.122494	-0.095912	0.192937	0.297701	0.422065	0.219194	-0.325017	0.14978	-0.386593	0.354371	0.157184	0.258536	0.06216	0.319206	0.056347	-0.152637	-0.264773	-0.110029	-0.312355	-0.632918	-0.240902	-0.318233	0.005851	-0.122527
YHR096C	0.631168	0.368808	0.434615	0.62451	0.717441	0.936782	0.701822	0.920365	1.065574	0.566832	0.925492	0.557797	0.58589	0.001568	0.025117	0.495096	0.020863	0.303017	0.465692	0.608359	0.894186	0.714948	0.470414	0.459123	0.272815	0.790849	0.655117	0.622689	0.914259	0.961076	0.930202	1.033227	1.183097	0.996974	0.874535	0.625949	0.270007	0.130224	0.236781	0.141124	0.227664	0.387812	0.488333	0.864306	0.594983	0.783869	0.47762	0.672439
YHR169W	0.422814	0.573348	0.811843	0.820298	0.650456	0.455476	0.100369	0.177899	0.096955	-0.001072	0.470414	0.307868	0.317421	0.659109	0.859927	0.878609	0.803278	0.773064	0.238979	0.327717	0.138736	0.304217	0.308385	0.264415	-0.220105	0.467519	1.043569	0.736231	0.58589	0.719607	0.357563	0.207996	0.208508	0.117371	0.256387	0.202342	0.370027	0.738692	0.907566	1.033227	0.864306	0.589236	0.389673	0.305819	0.108855	0.304217	0.15247	0.625949
YGR032W	-0.776748	-0.770261	-0.971339	-0.795125	-0.889293	-0.795125	-0.76038	-1.125666	-0.826808	-0.696278	-0.324158	-0.402534	-0.031032	-0.056014	-0.12754	-0.151108	-0.925195	-0.565006	-0.64347	-0.478614	-0.490485	-0.229611	-0.254962	-0.303722	-0.353565	-0.844434	-0.86981	-0.918208	-0.75406	-0.822042	-0.971339	-0.645709	-0.518281	-0.802481	-0.403133	-0.547108	-0.31327	-0.100297	0.046189	-0.301115	-0.301115	-0.418448	-0.520791	-0.471285	-0.795125	-0.29177	-0.236785	-0.211736
YPR047W	0.053323	0.132958	0.347353	0.082815	0.352884	0.605267	0.114641	0.593735	0.725257	0.446001	0.40047	0.512989	0.269618	-0.048567	-0.364015	-0.245287	-0.212262	-0.13696	-0.122717	0.222175	0.17528	-0.060459	0.046551	-0.110677	0.293465	-0.052798	0.329571	0.312022	0.445318	0.381093	0.455476	0.773064	0.982558	0.582481	0.441182	0.17895	0.14001	0.080982	-0.184388	-0.383507	0.078369	0.1176	0.129084	0.368808	0.370027	0.091325	-0.114759	0.110569
YLR211C	-0.124321	0.146988	0.054129	0.180217	-0.507838	-0.441299	0.175501	0.113218	0.603725	0.112065	-0.483534	-0.468039	0.212325	-0.222348	0.48617	0.201847	-0.460028	-0.050927	0.035902	0.123899	0.044909	-0.499053	-0.417747	-0.132115	-0.22656	-0.045886	0.077306	0.406701	-0.097595	0.122742	0.114396	0.496876	-0.885161	-0.272016	-0.017134	0.074907	-0.027509	-0.577489	0.055961	-0.225864	-0.075929	-0.13781	-0.049909	-0.199759	0.176411	-0.113569	-0.071755	0.02394
YAL023C	0.421309	0.605267	0.401122	0.335566	0.006242	-0.31922	-0.249873	-0.289956	-0.128946	-0.070866	0.091993	0.485329	0.343424	0.47572	0.609875	0.30877	0.301317	-0.015899	-0.184671	-0.040303	-0.039156	-0.239103	0.091567	0.181719	0.577723	0.637563	0.48617	0.19108	0.123657	-0.178255	-0.22935	-0.460909	-0.149437	-0.017134	0.157411	0.304629	0.366493	0.56329	0.480835	0.300956	0.004338	-0.195187	-0.136679	-0.352099	-0.040649	0.163971	0.049143	0.318351
YLR272C	0.444521	0.107423	0.122068	-0.114522	-0.143048	-0.506852	-0.698627	-0.583913	-0.406761	-0.766297	-0.446456	-0.333455	-0.173797	0.015499	-0.035836	-0.138542	-0.220758	-0.251153	-0.202827	-0.499053	-0.544069	-0.421252	-0.434509	-0.333903	0.203623	0.512989	0.249939	-0.176129	-0.340531	-0.657929	-0.730118	-0.482474	-0.28024	-0.587156	-0.454998	-0.268768	-0.22935	-0.127282	-0.091641	-0.295925	-0.232046	-0.396709	-0.324158	-0.232777	-0.712223	-0.885161	-0.39865	-0.218863
YKR003W	-0.720796	-0.600805	-0.68024	-0.42188	-0.403133	-0.298266	-0.034704	-0.233697	-0.174246	0.136194	0.273193	0.237996	0.359715	0.166041	0.207397	0.080301	0.32057	0.077306	-0.075929	-0.1836	-0.162221	-0.065754	0.126004	0.054907	-0.395489	-0.660447	-0.689599	-0.592391	-0.407413	-0.371992	-0.23611	-0.332152	-0.021438	-0.139314	0.28519	0.154378	0.208283	0.209026	0.075367	0.16753	0.092241	0.003109	-0.060179	-0.073672	-0.158328	0.133381	0.121661	-0.152637
YIL074C	-0.48918	-0.64798	-0.724019	-0.840058	-0.59083	-0.736412	-0.577489	-0.368524	-0.465203	-0.451264	-0.460028	0.128844	0.106733	-0.213559	-0.285517	-0.059309	0.008511	0.025594	0.054302	-0.04839	0.157411	-0.071064	-0.075547	-0.30145	-0.211398	-0.605706	-0.784028	-0.741783	-0.597662	-0.421252	-0.504607	-0.515838	-0.71805	-0.438492	-0.32935	-0.117886	-0.133272	-0.165777	-0.2608	-0.201197	-0.071299	0.12619	0.140866	0.109121	0.213823	-0.048025	-0.060966	-0.251564
YMR135W-A	-0.198406	-0.132115	0.226228	-0.335242	0.008511	-0.430182	-0.099444	-0.130003	-0.140233	-0.567715	0.060929	-0.321205	0.285484	0.397616	0.039626	-0.188937	-0.009022	0.346485	-0.115385	-0.347189	-1.031279	-0.190584	-0.440593	-0.197629	0.12949	0.054129	0.274282	0.220069	-0.106923	0.169866	0.119652	-0.058474	0.003928	-0.042454	-0.242506	0.050985	-0.006678	-0.439955	0.150457	0.448934	-0.051788	0.807528	0.135249	-0.092823	-0.145885	0.000233	-0.360185	-0.205611
YBL045C	-0.155302	-0.086391	-0.153349	-0.15559	-0.114759	-0.026563	-0.18767	-0.16424	-0.043353	-0.12754	-0.202563	-0.441299	-0.678152	-0.76038	-0.874193	-0.840058	-0.766297	-0.615928	-0.880262	-0.671126	-0.562131	-0.284601	-0.146516	-0.619326	0.064873	-0.063774	-0.065087	-0.316921	-0.335242	-0.131644	-0.308759	-0.182583	-0.219178	-0.199525	-0.308183	-0.409967	-0.457389	-0.715003	-1.010338	-0.826808	-0.805946	-0.795125	-0.744593	-0.597662	-0.372705	-0.352099	-0.288106	-0.889293
YJL200C	0.08451	-0.139513	-0.274593	-0.278012	-0.476767	-0.076496	-0.348906	-0.392746	-0.340967	-0.25028	-0.216828	-0.206268	-0.194211	0.129993	0.077082	0.57067	0.836142	0.26658	0.179211	-0.234453	-0.48918	-0.096965	-0.038027	-0.045706	-0.552592	0.00932	-0.107925	-0.188937	-0.162775	-0.242506	-0.286245	-0.333903	-0.30145	-0.600805	-0.360714	-0.184388	-0.023202	0.208753	0.309107	0.399386	0.452014	0.190359	0.057289	-0.033022	-0.473857	-0.069352	0.094038	0.090007
YOR310C	0.223601	0.163663	0.34607	0.370508	0.352364	0.29427	0.435305	0.086493	0.235568	0.128333	0.131579	0.305015	0.152738	0.420078	0.24511	0.476617	0.393925	0.405826	0.131374	-0.184927	0.175501	0.499576	1.195862	0.627767	0.990129	0.197508	0.304217	0.302645	0.629569	0.032299	0.316096	0.232902	0.128844	0.112347	0.082815	0.091325	0.036087	0.211765	0.025594	0.321479	0.121213	0.040883	0.053323	-0.059064	0.646453	0.864306	1.171638	0.754125
YDR382W	0.098424	0.067881	0.725257	-0.005223	0.375356	0.704807	0.409313	0.342597	-0.083634	-0.462575	-0.702969	-0.38605	0.014377	-0.163506	-0.160101	0.045123	-0.042694	-0.061378	0.123417	0.060743	0.242859	-0.197087	-0.270587	-0.115385	0.113853	0.230127	-0.206544	0.02105	0.136434	0.097844	0.292279	0.111658	0.078146	-0.003801	0.07604	0.009468	0.163971	-0.188429	0.152224	0.237683	0.109565	0.206701	0.169584	0.338378	-0.093023	-0.599378	-0.603948	-0.495347
YNL134C	-0.662616	-0.664719	-0.73944	-0.64798	-0.474675	-0.282883	-0.079499	0.069241	0.318351	0.330085	0.170488	0.0833	-0.007416	-0.273482	-0.224511	-0.150405	-0.3647	-0.223667	0.076471	0.102109	0.091567	-0.097595	-0.269601	-0.325441	-0.400092	-0.657929	-0.724019	-0.553792	-0.461691	-0.371067	-0.091026	0.074568	0.214096	0.179211	0.281354	0.140244	-0.085329	-0.197629	-0.391642	-0.431969	-0.360714	-0.244329	-0.091863	0.087538	0.11847	-0.155066	-0.270275	-0.507838
YLR381W	-0.043531	-0.675966	-0.199525	-0.075157	-0.407985	0.087157	-0.172277	-0.166238	-0.233697	-0.390975	-0.443774	0.168305	-0.145108	-0.32764	-0.104934	-0.469188	-0.180505	0.007055	-0.177065	-0.365346	1.195862	-0.09816	-0.124321	0.066457	-0.62501	-0.060179	-0.139314	-0.219476	-0.11769	-0.31327	-0.277637	-0.257939	-0.130745	0.288839	0.105254	-0.270587	-0.469188	-0.010722	0.076695	-0.095912	0.088573	-0.243218	0.189862	0.124867	-0.293426	0.464296	0.01197	0.033787
YLR053C	0.017276	0.312847	-0.040482	0.353836	-0.102728	0.573348	0.299398	-0.22752	0.238979	0.340702	0.301317	-0.041255	0.046774	-0.090142	-0.148913	0.456343	0.481695	0.420078	0.222788	-0.097408	-0.051788	-0.165306	-0.00469	0.622689	-0.212262	0.455476	0.062534	0.010535	-0.154362	0.081756	0.20645	-0.223667	-0.126655	0.211511	0.339692	0.416368	0.272815	0.188958	0.422065	1.183097	-0.282883	-0.050352	-0.269217	-0.288106	-0.294238	0.120095	0.119901	0.065888
YOR325W	0.4195	0.334089	0.541166	0.579343	0.34212	0.241468	0.19435	0.156128	0.174265	0.249097	0.080105	0.165713	0.325957	0.354883	0.147447	0.152973	0.280143	-0.005601	0.33791	0.079435	0.183955	0.727621	1.134473	0.456343	0.661313	0.53337	0.859927	0.738692	0.247402	0.23868	0.227325	-0.213214	-0.122009	-0.081048	-0.007416	0.410104	0.317837	0.276367	0.434615	0.098257	-0.11717	-0.023011	0.398823	-0.150003	0.685504	0.617387	0.930202	0.7127
YHL022C	-0.499778	-0.702969	-0.542943	-0.519513	0.258536	0.227989	-0.093217	0.094934	-0.036024	-0.736412	0.052373	0.131579	0.085405	0.235568	-0.006483	0.071582	-0.44893	0.017276	-0.10427	-0.299013	-0.114759	0.099997	-0.427061	-0.193647	-0.032249	-0.849945	-0.328895	-0.134337	0.430899	0.125168	-0.076496	0.085196	0.312377	0.075806	-0.091641	-0.340142	-0.446456	0.031928	0.115992	0.36601	0.114396	0.112987	0.060565	0.159005	-0.163506	-0.13781	0.197508	-0.282883
YLR142W	-0.572669	-0.678152	-0.925195	-0.540459	-0.630653	-0.813838	-0.97819	-1.203153	-1.218039	-0.944539	-1.010338	-0.885161	-0.98535	-0.64798	-0.377646	-0.209645	-0.383507	-0.614163	-0.70085	-0.733734	-0.889293	-1.412812	-0.776748	-0.931355	-0.127787	-0.534587	-0.865021	-0.687626	-0.574292	-0.744593	-1.277801	-1.010338	-0.664719	-1.257555	-1.185302	-1.147233	-1.218039	-0.705899	-0.469975	-0.381414	-0.402534	-0.605706	-0.994651	-0.880262	-1.174979	-1.083785	-0.844434	-0.795125
YPR008W	0.387239	0.320187	0.02625	0.215171	0.437519	0.925492	0.765515	0.798244	0.345079	0.659109	0.641758	0.30181	0.391304	0.269309	0.282558	0.606742	0.74174	0.644358	0.961076	0.925492	0.733441	0.869307	0.410915	0.587497	0.095959	0.211765	0.099422	0.144584	0.509357	0.733441	0.820298	0.803278	0.901446	0.707672	0.471571	0.446908	0.35181	0.398823	0.420078	0.717441	1.207415	1.234996	0.936782	1.171638	0.68306	0.667453	0.403123	0.534836
YCR083W	-0.365346	0.033312	-0.125223	0.107816	-0.245287	-0.150405	-0.962604	-0.120999	0.109308	0.354371	-0.339337	-0.534587	-0.471285	0.727621	-0.185608	-0.12588	0.144584	0.108359	0.057289	-0.111792	-0.466996	-0.351688	-0.318233	-0.167886	-0.579133	-0.239339	-0.357134	-0.009953	-0.314105	0.158577	-0.324537	-0.66681	-0.628649	-0.140233	0.042112	0.063712	0.108855	-0.163763	0.053905	-0.28024	-0.333903	0.30385	-0.215942	-0.027509	-0.078281	0.004925	-0.534587	-0.252602
YER134C	-0.321205	-0.264426	-0.310368	-0.341791	-0.18767	-0.230194	-0.678152	-0.331655	0.670375	-0.116754	-0.159376	0.153178	-0.054565	-0.238517	-0.016695	-0.893716	0.216776	0.085822	0.395355	-0.15485	-0.202563	0.316096	0.159603	0.18082	-0.787838	-0.476767	-0.140233	-0.163506	-0.253984	-0.113794	-0.226843	-0.444423	-0.261878	-0.131204	-0.18767	0.132699	0.495096	-0.120999	0.065464	0.085196	0.013186	-0.265149	0.007597	-0.337173	0.081576	-0.114045	0.163663	-0.040846
YGR008C	-0.744593	-0.583913	-0.623028	-0.59083	-0.233697	0.013186	-0.012541	-0.15355	-0.286801	-0.073197	-0.110029	-0.046583	-0.04739	0.111859	0.422814	0.020686	-0.197889	-0.203125	0.064267	0.146988	0.1854	0.131147	-0.274222	-0.490485	-0.458296	-0.38283	-0.603948	-0.431969	-0.460909	-0.228467	0.180547	-0.390975	0.231751	0.254321	0.356049	-0.557682	0.024921	0.327717	-0.385008	-0.191684	-0.329875	-0.542943	-0.400704	0.08736	-0.036409	-0.290675	-0.350372	-0.421252
YPL058C	0.542556	0.655117	0.218012	0.290699	0.129993	0.101714	-0.191684	-0.62501	-0.028445	-0.242506	0.119652	0.309537	0.379573	0.482801	0.690777	0.454545	0.41372	0.539816	0.171199	0.168062	0.410915	0.006242	0.290304	-0.118898	-0.19925	0.509357	0.4195	0.102508	0.122946	-0.147716	-0.129532	-0.505856	-0.097203	-0.093653	0.03352	0.29427	0.352364	0.617387	0.574921	0.592061	0.389673	0.432998	0.215515	0.243465	0.065888	0.314171	0.241807	0.333224
YLR432W	0.1321	-0.128946	0.064267	-0.1355	0.020171	-0.007037	-0.198135	-0.308183	-0.62501	-0.505856	-0.432575	-0.347809	-0.262634	0.017681	0.120778	0.291881	0.627767	0.432998	0.403123	0.255255	0.165448	0.026447	0.022786	0.134994	0.042963	0.010925	0.154194	-0.02096	-0.082226	-0.143048	-0.217327	-0.284601	-0.527036	-0.66681	-0.555094	-0.394739	-0.133024	-0.103609	0.083866	0.157411	0.218012	0.464296	0.284452	0.378424	0.159412	0.001761	0.138245	0.035902
YHR116W	0.029898	0.35181	0.126988	-0.257407	-0.143902	-0.108367	-0.195187	-0.184671	-0.325017	0.13092	-0.519513	-0.380669	-0.066019	-0.400092	-0.462575	-0.682763	-0.47307	-0.340531	0.02663	-0.215942	0.103218	-0.152637	-0.087382	-0.175665	0.119025	0.371748	-0.123901	0.088998	-0.333903	-0.163506	-0.248233	-0.23611	-0.854538	0.059887	-0.117424	-0.151766	-0.145301	-0.438492	-0.493432	-0.885161	-0.262634	-0.770261	-0.434509	-0.98535	0.029898	-0.261878	-0.504607	-0.208621
YDL222C	-0.75406	-0.374356	0.019313	-0.391642	-0.163285	-0.435233	-0.156871	0.032911	-0.015899	-0.76038	-0.059309	-0.016916	0.34607	0.097146	-0.169172	-0.403932	-0.13781	0.130224	-0.009202	0.067292	0.321043	-0.298266	-0.358686	0.1854	0.539816	-0.520791	-0.475664	-0.369086	-0.424185	-0.671126	-0.440593	0.140244	0.040722	0.098257	-0.400704	-0.279854	0.086729	0.121444	0.057699	-0.05663	0.134099	-0.249213	-0.131896	0.336962	0.247402	0.011567	-0.016916	-0.261486
YJL033W	0.401688	-0.03041	0.528259	0.776856	0.178167	0.470414	0.451121	0.35181	0.132535	0.209764	0.321043	0.314619	0.264415	0.672439	0.901446	0.930202	0.609875	0.609875	0.798244	0.7127	0.549099	-0.322845	0.119235	0.593735	0.037573	0.11078	0.538605	0.707672	0.596586	0.529637	0.507356	0.562091	0.527078	0.30877	0.190611	0.168062	0.242859	0.436011	0.864306	0.639539	1.306367	0.725257	0.74491	0.675348	0.105719	0.263362	0.247953	0.545334
YGR052W	0.268516	-0.906266	-0.757753	-0.013875	0.015499	0.108359	0.127844	0.108621	0.109702	-0.109766	0.170934	0.086929	0.237683	0.118755	0.16188	0.279433	-0.012329	-0.003801	0.148462	0.133635	0.247953	0.361756	0.018071	-0.021251	-0.122169	-0.880262	-0.209857	-0.169772	0.344531	0.045956	0.40047	0.655117	0.377274	0.013778	0.298011	0.101302	0.060929	0.090732	0.002952	0.037996	0.510777	0.138736	0.146988	0.144377	0.268215	0.032535	0.382116	0.169584
YHR051W	-0.511184	-0.499778	-0.29177	-0.534587	-0.527036	-0.230769	-0.346717	-0.374356	-0.244996	-0.098976	-0.207099	-0.76317	-0.619326	-0.511184	-0.773787	-0.822042	-0.600805	-0.696278	-1.277801	-0.121793	0.569083	-0.220758	-0.594072	-0.813838	-0.464271	-0.282032	-0.339745	-0.56953	-0.565006	-0.1355	-0.290675	-0.067273	-0.157203	-0.174489	-0.200576	-0.359771	-0.645709	-0.900773	-0.645709	-0.594072	-0.589088	-0.614163	-0.56953	-0.38605	-0.415589	-0.748115	-0.308759	-0.912563
YCR060W	-0.227825	-0.249213	-0.264426	-0.277637	-0.30468	-0.227825	-0.660447	-0.481418	-0.297383	-0.292324	-0.086391	-0.278813	-0.27131	-0.200079	0.229468	-0.234103	0.562091	0.157184	-0.48918	-0.056395	-0.045308	-0.675966	-0.798791	-0.314495	-0.893716	-0.156871	-0.331216	-0.116323	-0.265898	-0.19085	-0.182052	-0.802481	-0.632918	-0.290323	-0.048179	-0.051788	0.209764	-0.167395	-0.073672	-0.044624	0.097408	0.264415	-0.466035	-0.874193	-0.181274	-0.213559	-0.391642	-0.354077
YBR187W	0.443468	0.4195	0.296396	0.127164	-0.087746	-0.078847	-0.197087	-0.245287	-0.345536	-0.305501	-0.216248	0.03051	0.463472	0.296841	0.340702	0.282558	-0.068018	0.165713	-0.296294	-0.422747	-0.016695	-0.214483	-0.12588	0.211765	0.463472	0.244779	0.13975	0.046774	0.587497	-0.235549	-0.29177	-0.529396	-0.269217	-0.218577	0.035902	0.099679	0.290304	0.803278	0.298011	0.066457	-0.114045	-0.305501	-0.278813	-0.131896	0.091993	-0.268768	-0.195777	0.016136
YOR177C	-0.237124	-0.53248	-0.193647	-0.313742	-0.174965	-0.252602	-0.784028	-0.435233	-0.773787	-0.132605	-0.166238	-0.070866	0.049911	-0.18617	-0.423545	-0.52541	-0.671126	-0.444423	-0.840058	-0.197629	-0.330486	-0.061378	0.063137	-0.44281	-0.061378	-0.332593	-0.239339	-0.389616	-0.344576	-0.454038	-0.380669	-0.139513	-0.249873	-0.504607	-0.307255	-0.365346	1.160042	-0.32165	-0.266233	-0.385448	-0.12754	-0.098742	-0.06223	-0.241515	-0.592391	-0.344576	-0.176458	-0.364015
YHR084W	-0.199759	0.694223	0.836142	0.968228	0.803278	0.620889	0.97404	0.901446	0.982558	0.894186	0.74777	0.518971	0.593735	0.509357	0.40047	0.241807	0.788074	0.360248	0.478458	0.279722	0.358117	0.461853	0.388385	0.137585	-0.114987	0.657173	0.907566	0.848826	0.719607	0.864306	1.054135	0.97404	1.043569	0.68306	0.609875	0.467519	0.47572	0.316623	0.479787	0.290006	0.281776	0.259242	0.459928	0.788074	0.507356	0.562091	0.433682	0.178167
YDL069C	-0.016085	0.076271	0.086729	0.320187	0.067881	0.467519	-0.091863	0.141549	0.173331	0.61343	0.000418	0.291476	0.62451	-0.726793	0.263733	0.138245	0.577723	0.268955	0.201143	-0.307255	-0.510014	-0.464271	-0.127078	-0.06487	-0.177567	-0.081792	-0.041255	-0.041871	0.104718	0.549099	-0.28133	-0.346209	0.104499	-0.138542	0.212887	0.227325	0.04576	0.005655	0.606742	0.461853	-0.044624	-0.285001	0.054129	0.065464	0.132322	0.064033	-0.013349	0.189862
YNL272C	-0.229041	0.241468	-0.006483	-0.324158	-0.712223	-0.587156	-0.259271	-0.068204	-0.17844	-0.075547	0.092241	0.264064	-0.040846	-0.342275	-0.382057	-0.359193	-0.36993	-0.617488	0.077895	-0.206842	-0.055187	0.10649	0.416368	0.35181	-0.189676	0.121661	-0.088696	-0.404572	-0.641583	-0.773787	-0.378258	-0.18767	0.003109	-0.079499	0.028896	0.115132	0.134994	-0.131204	-0.38605	-0.544069	-0.376236	-0.310045	-0.072379	-0.049528	-0.020271	0.389673	0.292994	0.230127
YMR182C	0.5142	0.598389	0.701822	0.954612	0.687948	0.176871	0.465692	0.309537	0.380107	0.558811	0.290006	0.472571	0.685504	0.465692	0.560557	0.416878	1.34023	0.661313	0.336962	1.563192	0.608359	0.549099	0.347353	0.707672	0.364209	0.523433	0.313716	0.500623	0.286235	-0.099195	0.425093	0.109962	0.014774	0.278274	0.417731	0.518971	0.798244	0.62451	0.485329	0.807528	0.557797	0.428122	0.672439	0.652609	0.831276	0.859927	0.719607	0.97404
YNL188W	1.074287	0.704807	0.340258	0.262426	-0.019492	0.391304	0.62451	0.717441	0.248857	0.592061	0.484406	0.339692	0.114107	0.030069	-0.231714	0.137802	-0.101424	0.274876	0.58589	0.346485	0.727621	0.204196	0.250698	0.523433	0.458121	0.738692	0.603725	0.089613	-0.007233	0.319206	0.48617	0.589236	0.168561	0.894186	0.598389	0.697189	0.541166	-0.12978	0.042754	-0.106512	0.375356	0.317077	0.694223	0.780251	0.492372	0.655117	0.542556	0.26759
